X_test,y_test
youre responsible for the story inside you dont let selfdoubt cripple your creativity amediting amwriting writetip,neutral
all yall bitches fake an wanna bs get yall life,offensive
got receipt ink on your soles no problem,neutral
your a fag,hate_speech
this old bitch with floppy tits riding on the elevator with me is nerping so bad,offensive
no the fuck am not bitch how bout u get out there bitch ass nigga stupid ass,hate_speech
caesar is home rt 8220 so much this bitch looks like lets start with ape shit8221128557128557,offensive
look at ya boy rt nigga a faggot rt bruh rt chance the rapper,hate_speech
lmao i have morals negro unlike you,offensive
jennifer lawrences nudes sooooo trash im still smashin though no doubt,hate_speech
hmu when youre good to go bitch,offensive
far as i can tell coon tracks on the cab door window tractor was parked by some trees away from home,neutral
still trash,offensive
the fox says youre a cunt,hate_speech
8220 no bitch hurry up lol8221im so hungry i cant focus128553,offensive
thats still my pussy,offensive
somebody couldve been like aye man you dropped your money but nooooooo fucking broke faggots selfish bastards i hate yall,hate_speech
i was in the club and there was this good lookin bitch she had gold teeth tho i was confused smh,offensive
these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh,offensive
eat her pussy and look at her like 128540128541128514,offensive
shut yo new year new me lookin ass up bitch 5838658386,offensive
my bitch cold not average you couldnt fuck my last bitch 1285309995128514,offensive
who is this we i dont love hoes,offensive
making sweet love to my hand cause i cant buy a hoe tonight,offensive
my nigga is a bad ass bitch forreal forreal 128514128151128139,offensive
it really is too bad that california had faggot marriage forced upon her after her citizens declared it illegal,hate_speech
you are a boy you dont say clutch fag ass thats that bitch shit lingo tf,offensive
128525 8220 crazy things about the pussy that you should know 128520128520 make sure u know 128073128073 128072128072,offensive
you had me at eating pussy,offensive
forget that bitch and come get some of this white chocolate,offensive
i love girls who arent afraid to encourage or compliment the next chick bitches hate so much now thats its refreshin8230,offensive
on this day february 13 in 2002 waylon jennings left us for that honkytonk in the sky dreaming my dreams ht,neutral
jameis winston is a nigger,hate_speech
this shit for the birds 1285308221,offensive
it really is too bad that california had faggot marriage forced upon her after her citizens declared it illegal,hate_speech
was finna slit my eyebrows up in the shop but nahhhhhh,neutral
amp rivvv tn no bailing pussies,offensive
u really got these coons out here dreaming,offensive
remember when we played plaquemine amp they kept calling our whole team gay amp lydia said ill turn all you hoes out fwm 128553128557,offensive
do i have to repeat myself u white trash,hate_speech
goes to olive garden turns into a cracker goes black friday shopping turns into a nigger,hate_speech
128175 my bitch 128079128523,offensive
he loves juggling it all around it he loves the fast life im sure hes already grinded on amcon hoes as well,offensive
these bitches been killin me all day,offensive
ima get this so every time i throw trash away its where it really belongs,neutral
messi is trash,neutral
that awkward moment when you hold the door for someone and they use the door next to it like bitch you better back th,offensive
me too tyler it just makes me think that theyre lil nigger baby hoodrats,hate_speech
i love this bitch hes dear to my heart,offensive
shut up you stupid bitch,hate_speech
my eyes brows finna be on fleekate fleek bitch 128514128514128514128514,offensive
apartheid 8220 pedestrian check show me your freedom papers you darkies8221,hate_speech
gunna have me screaming at bitches and shitlol,offensive
for all we know this nigga a rapist yall hoes dumb 8220 melts,hate_speech
haha bitch,offensive
i despise clich233s you aint original bitch you are a copy deleted,offensive
i already know you trash if being tatted is on the list of things you want in a nigga,hate_speech
im that niggah you can show out in public babbbbbbyyyy 10411911043215 lol,offensive
down to catch a body bitch,offensive
but atleast they let me knowur a faggot if u keep those type of twitter secrets,hate_speech
better nig lol but if anything ill flip u the 10 or something im tryna get some more cash,hate_speech
i tell this bitch followback she rts me saying followback then doesnt followback blocked like fuck,offensive
leotard not leopard zeeti hoes dumb 8220 8220 twitpic a selfie wearing a leotard8221,offensive
i popped a molly every day last year beatthatbitch,offensive
your a fucking queer faggot bitch,hate_speech
throw some orange on dat bitch,offensive
you bitches make everything a relationship goal,offensive
still dont give a fuck bout a bitch or her dude,offensive
yost on portsmouth this is the biggest white trash county in the nation yostknowsmost,hate_speech
yall ever just been having a normal day and your mind plays a horrible trick on you and give you a whiff of some good pussy8230,offensive
only good thing about this season firecashman,neutral
brutus looking girl getting off the elevator as im walking into a different one no bitch u cant come in u cant u cant come in,offensive
uh oh its 911 what you gonna preach and cry about today faggot,offensive
i hate when a nigga ask me where the hoes nigga idfk,hate_speech
these hoes be lying to all of us nigga i got news for the monogamous niggas yo bitch fucking anonymous niggas,hate_speech
8220 you goofy rt only goofy niggas simp over chicks with community pussy8221 who are you,offensive
who cares tbh ones a shitty dirty argentino amp the other is a feather fisted nigger,hate_speech
westvirginia is full of white trash,hate_speech
somebody couldve been like aye man you dropped your money but nooooooo fucking broke faggots selfish bastards i hate yall,hate_speech
dont you mean crowd not crows,neutral
the nipples determine whether the titties are trash or not,offensive
asains had to take the wu tang clan the draft was suppose to be for half breed like me and fallinginthedraft,neutral
beanies for life 96977768413,neutral
fuck a bitch flip a brick,offensive
dude remember this wop video omg where did you find that,neutral
at the end of the day seniors still love that young fresh pussy from west case closed,offensive
degenerateartist knows wordsgt bo jingo dangle fan slang ho ting pang lick drum swing flick alarm bicgt but you cant hear fire can you,offensive
because its fucking retarded,offensive
you are a bitch,offensive
a real nigga gone teach his bitch the game not run it on her 128582128130128520,hate_speech
i only be looking like i8217m fucking bitches8230 i don8217t tho,offensive
know why the ultimate warrior died god loves fag toosoon he was an antigay crusader so a little light jokes are necessary,hate_speech
fuck u nigger,hate_speech
i rap that and her part of problem 247 cause im a bad bitch,offensive
gay girls really do get more pussy than niggas 128514128069127946128175,offensive
8220 a new breed of white girl she slammed that bitch 128527128514,offensive
nevertrustabitch never trust a bitch who has a fresh copy of master p album,offensive
bt bitches ampamp niggahs always had there hand out,offensive
i promise the last thing you wanna do is be a bitch to my sister in front of me dont poke the lion,offensive
gotta love it when the islamofascist cow tries to make a retort about age typical muzzie idiocy,hate_speech
lol so since im from the south i automatically sound like a fucking redneck hahahaha how about fuck you stupid ass,hate_speech
hoe dont tweet me,hate_speech
hey boy this half breed chiricahua apache is on your ass eatmytazer,offensive
8220 u need to be in someones church negro8221ur absolutely right but i work sundays but still no excuse,offensive
8220 white kids favorite activities 1 calling people niggers on xbox 2fucking their pet 3 shooting up their school8221,hate_speech
flirting with bitches on a twitter like,offensive
we live in a world where drake can steal your hoes and make fun of you shit crazy,offensive
that pic is now circulated by jihadis with a call to kill him saudi isis syria,hate_speech
as soon as we left iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up pisses me off,hate_speech
like a slow death 8220 how does it feel to have a shit load of nudes to fap to but not one bitch to fuck8221,offensive
no bitch ass chick flick will ever be as sad as this movie,offensive
then u have the annoying hit me i dare you ass bitches always tryna test a big ass 6ft linebacker ass dude girl if you8230,offensive
fag,hate_speech
mum told me about that guy from one direction puffin on the dutchy nd i was like so least the cunt isny a mad smackhead,offensive
do you think all the rice fags are at mcdonalds,hate_speech
i was in love with charlie 128553,neutral
i think i killed a chipmunk but that son of a bitch was fast i need to check my tires,offensive
yu a bitch made nigga,offensive
you never heard i think i have weed poisoning cause it dont exist hoe,offensive
iu 8 straight nation college soccer champions wow hoosiernation hoosiers 9917127942,neutral
my right ear is throbbing harder than a virgins pussy,offensive
he may be hustlin but he studied critical race theory and my people holder is getting his revenge they hate whitey,hate_speech
the easiest way to have sex with a chick is to smell good make her laugh take her to get food and then fuck her right in the pussy,offensive
in conclusion lois lerner is a giant bitch,offensive
hoes will put with ya man 128540 as the location in their bio then get mad when you think they a hoe,offensive
oh u can dog her out but dont show that hoe no love if u doing it with ya ol lady,offensive
when you realize how curiosity is a bitch an should of let the unknown stay unknown curiositykilledme,offensive
lonely twitter bitches be like relationshipgoals gtgtgtgtgt,offensive
8220 j cole is trash ive been saying this for years fuck him8221 lol,offensive
nino brown oh das me rt nino brown on yall hoes,offensive
i woke up with a sore throat im cold niggers will be niggers so terrible,hate_speech
i only fw grown hoes,offensive
i hate that shit like bitch dont ask me for shit makin me waste my time and your dumb ass aint even using it,offensive
id rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators adopting ni8230,hate_speech
if you dont know uncle jj your a bitch,offensive
8220 i need more beanies8221just ordered two true religion ones lol,neutral
dudes built like a crushed twinkie,neutral
its comfortable but niccas like me say comthablesmh,hate_speech
bitches see a picture of a couple walking on the stairs together and caption it goals 128525128588 bitch all they doing is going8230,offensive
everybodys favorite phrase to try and end an argument you do you and i do me lmao faggots,hate_speech
yeah you bad but hoe so what,offensive
eye witness joel is a faggot,hate_speech
these hoes really make me laugh lol,offensive
another movie thats gonna make you question your bitch 128530128514,offensive
that old cunt needs to sit down,offensive
i just fell in love with a bitch with a stupid bootyyyyyy 128553128553128553128553128540128540128540128540128525128525128525128525128536128536,offensive
pours out 40 for the bitches that do hair and makeup every single day,offensive
youre all niggers,hate_speech
id like to rape the bitch that posted that,hate_speech
bae go text your hoes me,offensive
yeah your eyebrows on point but is ya pussy clean,offensive
when i saw men saying arguing with women is gaywhats when i knew yall really try hard for bitches attention who don8230,offensive
goodmorning bitches ladykimora sandiego water front san diego,offensive
flappy bird instead of studying sounds great128527 128555flappybirdisruiningmylife,neutral
if you think that the term redskins being offensive is a political issue you are ignorant,neutral
black cops want to kill white citizens spic cops want to kill anglo citizens zigeuner cops are all rapists,hate_speech
my dad is such a bitch,offensive
i dont make music for niggas that dont get bitches,offensive
im weeaboo trash,offensive
8220 8220 i have no hoes man i dont need those though 1285648221128557128557 i need to pick mines back up 1285538221,offensive
rt 8220 ike finna have the bitter bitches upsaught8221 and he dont care lmao not at all,offensive
you a fatherless wallet carrying ass video game playing ass negro breh you filth no way you can afford to date a twitterhoney,hate_speech
yo im not a bitch but dont take my order right and i will fucking become one,offensive
byee iverrishaa 128514128514 ghetto ass name,offensive
128064 rt these bitches started shooting at my party fuck new orleans,offensive
yoga has been around for ages and these bitches just now figuring it out,offensive
stinky hoe,offensive
im 60 n i hate elissa a fake ass cunt,offensive
not to yall thou yalll fucking glad bag trash,offensive
jus wanted to let y225ll know hope the hurricane kills your soca sunday trash lordwillin,hate_speech
confused are lefties using the bridgeghazi hashtag to mock the bridge situation as frivolous or seriously equating the t8230,neutral
only retards retweet fuckry,hate_speech
these bitches dont love nobody amp the hos is for everybody,offensive
stoni is a fuckin queer,hate_speech
another major development in the jihadi circles al maqdisi hardcore jihadi theorist asks specifically for relief amp aid workers8217 release,neutral
oh no they drafted that gay ass that come out on tv well u welcome to redskins nation no queers just a lot of niggers,hate_speech
its crazy hoe we all ken folks im talking all my friends is my family,offensive
8220 jose ur mean 8221 i said ily stfu hoe,offensive
low blow cuntface how many times the yanks beat us in the playoffs these last 8 or so years,offensive
its this dyke chick cut hair in the barbershop look just like future,hate_speech
whats a trash party,neutral
arturo keeps calling me ghetto 128532,offensive
that hoe that you in love with thats that hoe i mess around with,offensive
8220 if youre going to talk shit about my sister dont play no pussy shit say it to her face yo justsaying8221 slapabitch 128075,offensive
i hate bitches who be laughing with they teeth that shit is scary as fuck to witness like cover your mouth hoe,offensive
stacey dash won 128166 baddest bitch evaaaa,hate_speech
youll make the team them niggas trash lol,hate_speech
supporters of officer darren wilson rally in st louis ferguson kkk tcot tpot teabaggers teaparty,neutral
trash eating trash,hate_speech
all the real gangsters knoww nate aint never loved no hoe,offensive
never bring these hoes to my house cause these bitches talk,offensive
you better pray i dont send your nudes out bitch,hate_speech
that fucking slutty beaner,hate_speech
slack jawed yokel husband,neutral
8220 who said you was cute1280358221 byeeee mad bitch 128530 come visit me,offensive
haha you playin nigga i fuck bitches make money and smoke that straight og kush,offensive
here ya go wetback eat this,hate_speech
someone tell this bitch to stfu,offensive
nope not at all but im stuck in a house full of fucking niggers help me escape 128553,hate_speech
thats true idk why your even in this convo you dumb nigger attention whore,hate_speech
california is full of white trash who moved from oklahoma,hate_speech
i hate the ghetto trash at the special school across the street from my building all of them will grow up to be criminals,hate_speech
what ppl expect august aslina is a nig from new orleans,hate_speech
faggot,hate_speech
128514128514 8220 somebody gonna die 128557128557128557 rt 128514 theres a bitch on njt setting up a lean as we tweet8221,offensive
also rt i know one ho in particular who loves pointing out that everyone else is a ho lol,offensive
hey dis angry white man called me a nigger when i didnt answer da door on time he aint fit to be delivering pizzas,offensive
128557128514 boa im trying see if that bitch was going or not me amp vick stay agru about he dont get hoes128514,offensive
these bitches really love soda out here,offensive
dont ever be ashamed of who you are unless you a hoe then be ashamed bitch,offensive
lmaoo man this bitch thinks shes so intelligent,offensive
can someone find the georgia fan who talked trash to me and told me he hope we dont end up like tennessee tell him im 8230,neutral
hope gezus gets shot in his faggot head houston nbombs,hate_speech
sion is a faggot very meh ganks pre6 and post6 his ganks are still pretty meh hes just a tank nothing special imo mao,hate_speech
dese hoes be actin up,offensive
no hoe,offensive
when a chicks head is weak i just close my eyes and imagine me giving a bad bitch like zoe saldana back shots so i can get my nut off,offensive
dreamed i was eating a brownie and started salivating and woke up almost coughing myself to death today is a struggle,neutral
dammit now im the only one with a fucked up tranny,offensive
8220 128525 now this hoe bad,offensive
im sure would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers,hate_speech
its some good side bitches out here dont let nobody tell u different,offensive
niggahs watch who you fucking just to hate on your bitches,offensive
subtweet me one more time you dirty chink whore,hate_speech
you got me faggot,hate_speech
it really is too bad that california had faggot marriage forced upon her after her citizens declared it illegal,hate_speech
right now newscenter 5 projecting charlie baker will be govelect by a razor thin margin wcvb,neutral
a captain save a hoe just jumped in the convo to save these hoes lls,offensive
along with the french blue and buggs bunny viis and the oreo ivs,neutral
gotchya bitch,offensive
oh she is rt i respect that because bitches can be spiteful when it come to children,offensive
i feel like tim ross is a nigger,hate_speech
happy birthday freshman faggots,hate_speech
leave you beaner retard,hate_speech
wheres the pic of her standing again 8220 this bitch looks like voltorb,offensive
drakes new shoes that will be released by nikejordan yes theres glitter on the shoes dudes a fag,hate_speech
i still cant understand why we dont dump our trash in the ocean its pretty big and itd surely be cheaper than launching it into space,neutral
iont see how some of you niggas fags,hate_speech
i just bitch slapped my brother,offensive
u dont like me but ya bitch do,offensive
fingering n eating the pussy at the same time is good 128203128221,offensive
mayonnaise colored benz i push miracle whips,neutral
she on my mind cant get this bitch off my mind,offensive
8220 why yall think its ok to be faggots8221 and want us to be cool with them,hate_speech
at 60 good luck nh nh rt im 60 150 one of you bitches better reproduce with me i can give you an athlete,offensive
fuck bitches get reelected teamjfk,offensive
all us beaners were pissed like robert when the jew ref stopped it,hate_speech
live lol whats wrong with these bitches man,offensive
these sons of bitches came into his chruch threatened to kill him,offensive
i never did those games but i was obsessed with angry birds which is why it took me so long to do ccs i was scared lol,neutral
lmao youre a bitch boy,offensive
take me for a ride 128525128139 woof woof,neutral
its definitely a bitch everything in life is ruled by money such a moral heartbreak,offensive
cant wait till i get my full appetite back only ate a half ghetto sandwich no lettuce no nothing,neutral
why do hoes always want to come bacc when they didnt have to leave in the first place,offensive
lmaoooo rt fam i stabbed a person once in cod ghost and he said i stab like a nigger,offensive
damn i fuck bitches i guess,offensive
but rich is a light skin coon so its expected,neutral
two hoes arguing bout who fucking who for x amount of money lol what,offensive
sheeple just like 128073oh those racist sexist teabaggerswho just elected these two old white men,hate_speech
bahaha omg 128518128557128586 this bitch is crazyyy,offensive
ima fill ur clam out,neutral
ill beat on that pussy so hard,offensive
8220 smh they gotta grow up 128514 at least you know these bitches want to be you 1285248221 i swear 9994,offensive
whats a queen without a king a lonely ass bitch,offensive
if my tweets hit too close to home why you subbing me lil stupid ass bitch check ya own fucking self issues lil bitch,offensive
twerking is ghetto until white people do it hip hop culture is violent amp dangerous until they want to profit of it ht8230,offensive
i gota hand fulla brothers trek gang bitch we hustle,offensive
a wise man once said damn i hate a bitch that like to argue nd shit,offensive
stick to the court hoe,offensive
still really confused re humplayproblems i think lucricus is a fag dagger,hate_speech
dont my nigga me honkie,hate_speech
oh you cute you fancy bitch,offensive
happy birthday my little cotton picker,hate_speech
the fuck r u talking about i told u once and am going to tell u against nigga i love white bitch gtf bro,hate_speech
i hate hoes,offensive
a real nigga gone teach his bitch the game not run it on her 128582128130128520,hate_speech
already more yellows than the last 2 years combined indycar honda200,hate_speech
real rt rt rt rt dont tell me if my gf was a hoe before me if im happy,offensive
never seen a pussy he didnt like,offensive
follow ah bitch on ig tho 1inkkofrosess,offensive
u see a lame in that pic ofmine due to your infatuation with niggers im hebrew i fite the children of satan in the streets,hate_speech
blue cheese crackers intrigues and repulses me at the same time,neutral
furrybah in my paypay voice rt the hoes are for everybody my nigga,hate_speech
this nigguh really tried to fight me on the bus over a grape kool aid jammer 128514128514128514,offensive
one mans trash is another mans wife,neutral
fucking block your white ass because you try to start shit like a fucking queer so fuck you nigga,hate_speech
johnny rebel if i could be a nigger for a day,hate_speech
you styl gotta get dem tweets off my nig,hate_speech
fucking with these hoes nigga dont be no dumby,hate_speech
bitch im not concerned about you,offensive
i got 99 problems but a pussy ass bitch aint one,offensive
you are a teabagger scum who wants to threaten people with his penis extender you are a danger to this country,hate_speech
giants secondary lookin like trash,neutral
your girl hold my dick like a wii controller wheres your bitch nigga we control her,offensive
that band is white trash and only white trash would buy that album,hate_speech
i hate the ghetto trash at the special school across the street from my building all of them will grow up to be criminals,hate_speech
i dont feel like all black people are niggers but if youre black and youre being a nigger imma tell you idc,offensive
trash,neutral
my inner nigger is coming out,hate_speech
do you work today niglet,hate_speech
at least i say im crazysome nigga gotta find out a bitch wild when she shooting at they ass 128514,hate_speech
tell me how you really feel rt those little isis faggots usually have bags over their heads anyway,hate_speech
damn hoes askin niggas do i smoke no bitch u not getting smoked out tonight,offensive
can you speak one coherent sentence without sounding like a nig seriously,hate_speech
i got yo bitch dick whipped,offensive
thanks charlie,neutral
awe boy you smell like monkey sex,offensive
everybody fuckin everybody bitch everybody wit the shits thats lifee,offensive
smh u niggers amp ur music knowledge,hate_speech
shit your ass and shabbat your moms pussy u jew bastard ur times coming heil hitler,hate_speech
lmaoooo what a bunch of fags,hate_speech
some bitches truly aint shit,offensive
faggot,hate_speech
one mans hoe is another mans hoe they dont change nigga,offensive
after 27 weeks straight of that nigga being you mcm we get it bitch yall fucking 128514128514128514128514,offensive
aww y u so mad tho a successful man lmfao hut hugging as faggot,hate_speech
fake bitch hey girl me128133,offensive
go jerk off to lollis faggot,hate_speech
free lil cj bitch the wait is over december8th,offensive
obama8217s faves muslims black ghetto trash via,hate_speech
idc i still watch two amp a half men well the old one with charlie,neutral
sheeple just like 128073oh those racist sexist teabaggerswho just elected these two old white men,hate_speech
bill romanowski is still a cunt who saw that one coming,offensive
128514128514128514 i just said that rt my tl gotta chill with this pretty face challenge foolishness yall hoes agg,hate_speech
rtin your own shit now pussy what a joke youd end up just like all the rest no show chicken shit mother fucker,hate_speech
bitch nicca talmbout a mf 3peatdf yall aint da lakers,offensive
going to california today for some analyzer training going into dick whitman mode wish i had a tan colored suit to wear for the flight,neutral
you gunna let that bitch do you like that,offensive
hey dicklicker it says im happily divorced not bitter homophobic im not scared of queersi hate em fudg8230,hate_speech
you8217re a little bitch rt rt my team got blown out in the super bowl,hate_speech
8220 helloooo bitch8221 bitch no ones available,offensive
inb4 you unfunny nigger kill yourself,hate_speech
a photographer hid in a trash can to get these adorable engagement photos,neutral
my fantasy reign starts today got pussy nigga los up first lmaocmon seattle d cut upppppp,offensive
you other niggas a call up a bitch to fight a bitch naw not me im whomp that trick so she can feel where im coming from,hate_speech
lol sam said betty boop is a hoe 128514,offensive
members of nontraditional religions are all subhuman trash,hate_speech
i ran out 128553 rt this hoe just texted me asking to borrow a roll of tissue until tomorrow 128555128555128557128557128557,offensive
look at ya boy rt nigga a faggot rt bruh rt chance the rapper,hate_speech
these hoes aint loyal,offensive
we are being overrun by mongrels because zog or the jews that run our countries want the white man to perish,hate_speech
the elite call conservatives our niggers behind closed doors tcot teaparty,hate_speech
r u african because ur african bitch,offensive
stay home then bitch fuck u,hate_speech
calm down you little asian lol just go flip a bitch,offensive
brady heard yall say he was washed now he washing the league on you hoe ass niggas,hate_speech
bullets through a nigguh tru jeans,hate_speech
yo mama bitch rt what was the one sentence that ended your relationship,offensive
k bye hoe um bye,offensive
fuck you spear chucker,hate_speech
bitch,offensive
i bet he rey go crazy ona bitch jack llab,offensive
oregon chokes every year get off the field trash ass program rft,offensive
my anaconda dont want none unless you defeat the huns son,neutral
ahah fucking queer kill urself,hate_speech
people who live in thenetherlands are unwashed trash,hate_speech
welcome to dallas nawfside texas dont come with no hoe shit nigga this texas you will get murdered,offensive
i feel the same way about the bigotry and racism of using the word redskins,neutral
it happens again black pack beats whitey this should make national news,hate_speech
ion care fuck that hoe 999665039,hate_speech
most niccas broke but always n the limelight,hate_speech
like a flat tire he need a fix 8220 run up on em put the gun up on em ask a pussy nigga whats to ya bitch 8221,offensive
these hoe ass niccas talkn shyt about a nicca make a nicca wanna go and snatch the bitch up outta nicca,offensive
brilliant job by to limp it back to the pits without causing a yellow wish he didnt need to though plm,neutral
when you drop all your hoes for your girl and she say she dont want a relationship,offensive
for all we know this nigga a rapist yall hoes dumb 8220 melts,hate_speech
claim whatever part of her u please fuck her to bliss or bruise her sweet pussy with a crop till she begs to be your filthy 8230,offensive
so says the one who fills an empty hole inside herself by worshiping a royal who 4 all u kno may be a raging snotty bitch,offensive
she said she aint tricking off on them hoesllsfoolish,offensive
thats right niggah netherlands,offensive
5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad i missed the free throw 128514128514128514,hate_speech
i can tell you a freak bitch dont lie to me,offensive
my job some hoes how you gonna call at 734 talking bout come to work at 8 128530 ummm no im staying in bed,offensive
3 most common white people activities 1 wearing tapout 2 shooting up schools 3 calling you a nigger on xbox,hate_speech
idc what phone u got lol silly nigger,hate_speech
that band is white trash and only white trash would buy that album,hate_speech
making up drake dissesgtgt rt cant wait to call it trash and tell everyone that b l u will forver be the goat out of la,neutral
smh go play dreamcast rt hate playing with someone at home on that trash ass default broadcast cam 2k camera is the goat,offensive
some of you bitches are dumbbbb,offensive
a nicca aint do shit all day,offensive
all the main bitches are getting kicked to the curve lol,offensive
i wanna be someones bitch ass boyfriend right now but that just me head playin games on ya boi,offensive
dwight couldve had me instead of that ugly young hoe128553,offensive
gay ass hillbilly intro song,offensive
chase you god damn faggot 128514128557128514128557,hate_speech
that evil son of a bitch deserves everything thats coming to him,offensive
crystal probably only person in world interested in my poor black hillbillyjamaicapoor white hillbillywv idea,neutral
nope btw yous a hoe lol,offensive
keep dem poo hoes off ya tl b,offensive
son we the sammich family out this bitch she know joey love sammiches,offensive
ya bitches dumb as fuck for the felon,offensive
ill never let a broke bitch influence me 128564,offensive
this bitch just said lorde is rock no,offensive
green azz niggas amp yall new bitches condone dat sucka activity dat why they keep doin it,hate_speech
im sure would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers,hate_speech
everytime i fuck i gotta hit me at least two bitches,offensive
lmfaooo oh well fuck that bitch,offensive
negative slopes aka a chart of my grades in math,neutral
lmao lebrons expression says it all rt 8220 this nigga is a fuckin faggot,hate_speech
i was such a pussy back then lol like its crazy,offensive
get on cunt,hate_speech
when they bitch about carbon emissions tell them to stop breathing because exhaling adds carbon dioxide to the atmosphere,offensive
dyke bitches kill me thinkin they really got hoes lol,hate_speech
to bad you wont hit a girl pussy,offensive
am ghetto,neutral
aint shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol,hate_speech
minnesota is full of white trash,hate_speech
hahahaha youza fuck wigger,hate_speech
61 bitch dont hate,offensive
fuck boi fag,hate_speech
dutch people who live outside of newyorkcity are all white trash,hate_speech
niggas sleepin with bitches grandmas lmfao maury fake af,hate_speech
this bitch needs to turn off her shitty music 128544,offensive
his balls ashy rt real women do this and real faggots let em do that smh,hate_speech
nigger,hate_speech
first thing to do when i wake up sell my hoe,offensive
whats the difference between a main amp a side bitch shit yall both getting feed lies amp dick,offensive
8220 when people complain to me about prices im just like bitch do i look like i make the rules8221,offensive
not as bad as a former psyqo nigger that likes anime,offensive
stop being a pussy,offensive
have you ever had sex ina cherry red vet witha fat trap niggah keep that pussy sooo wet 104335910432911041185,offensive
the afc was trash last season especially the afc south jags could make a playoff push if they have a great draft not jo8230,neutral
femalelogic is worse than the jig im convinced,neutral
how you invite me over to fuck but i can smell yo pussy from across the room man aint that dinner she cook then bou8230,offensive
i would dead upper cut that bitch,offensive
imma get my crew on dis fuckin fag 3hunnad real talk nigga turn up,offensive
twitter was fye when niggas used to go in on trending topics8230now its just recycled tweets and hoes screaming they want loy8230,offensive
8220 i like how thinks im talking to hoeshell nah lol8221 my bad i forgot you aint got hoes like vdawg do,offensive
you suppose to keep your hoes from finding out about each other,offensive
and you know best about the bird moves,neutral
lmao dog just type them out and let them faggots try to decipher it,offensive
i stopped caring about mcm when i noticed dykes where getting chose before me,hate_speech
i really hate being a bitch to people but at this point i no longer give a fuck,offensive
jesus i would love to do that and more to those muzzie torturers fucking animal savages,hate_speech
i dont bend that way queer thanks for the offer its flattering,hate_speech
iite peyton don8217t be a faggot this drive,offensive
like freaky bitch but i fucks with her,offensive
trust no man fear no bitch wisewords,offensive
could never kiss up to a bitch or follow up being someone not my cup of tea you hoes look foolish,offensive
were out here and were queer 2 4 6 hut we like it in our butt,hate_speech
ur ballsack is hairy gtfo tranny prude bitch,hate_speech
ur ballsack is hairy gtfo tranny prude bitch,hate_speech
ill be that lmao 128513128513128513rt pussy,offensive
when a bitch says hi to bae,offensive
dem niggas ca have them white hoes i love my beautiful black sistas,hate_speech
good thing my brother loves me more than all you bitches thoo he woke his ass up after working all night to drive me to school thats love,offensive
you still are a cunt,offensive
the timeline boring because all the hoes out right now probably getting fucked or planning too,offensive
dawg what the fuck happened to so and so where did they go too worried bout bitches and fashion they go missing in action,offensive
i dont fuck with these hoes amp i dont fuck with niggas thats fuckin these hoes,hate_speech
easy pussy doesnt motivate me,offensive
delete now you bitch ass nigga rt if the redskins beat us i will delete my fucking ig,hate_speech
on upenn campus all the black chicks here are trash but theyre gonna be paid,hate_speech
were a good match cuz we both retardedn weed,offensive
8226not all black girls are ghetto though,neutral
my boy said this last night ill be in the gym bc i refuse to be sloppy like these bad built bitches lol,offensive
8220 you wont have to herd for hoes no more lol8221 lmao i hope not this shit schressful,offensive
a boyfriend and girlfriend suppose to laugh at these hoes together a guy should never have these hoes laughing at his girl8230,offensive
mistakes are showing up late for work running red lights or even forgetting 2 take the trash out this here aint 1,neutral
eagles fuck around amp lose itll be kill the cracker at the sophi crib smfh,hate_speech
i love my haters they my biggest fans im on the field dem bitches in the stands,offensive
dont tell what the fuck to stop with 2nd if you think its protocol to put 6 shots in someone whos unarmed youre a retard,offensive
hate when you point out truths to people and they flip the script like youre in the wrong bitch what,offensive
thanks the bitch that proofread my tweets on vacation this week,offensive
mt us ghettosdriven by liberal ideology redmeat,neutral
looks like you took a red marker and colored on your leg,neutral
1 baby momma no bitch no wife like pac u need a thug in ya life,offensive
i feel a lot of ppl trash talking indie for all sounding the same but i think any genre youre not v into tends to sound th 8230,neutral
boy i was clean in them bitches,offensive
they renamed that bitch the yacht club,offensive
that pussy came gift wrapped,offensive
you shouldnt bitch about anything until youre in a 21 person group chat,offensive
and are faggots kbye,hate_speech
pm last night this incitement was translated into the murder of a father traveling whis family to celebrate the first nig8230,offensive
hahamonkey feeti like itbut 4 realfeet are magical on a backit smoothes every nook and cranny of tightness,neutral
and the only band that sucked worse live is those fags guns amp poses,hate_speech
neveraskablackperson if her hair is hers she will hit you with a bitch i bought it so its mine,hate_speech
get this bitch off my tv bruh,offensive
u coons cant wait to wear them oreo js,hate_speech
you a fag b,hate_speech
i need to pick between two wigs the agony my cute multicolored bob or my red stevie nicks curly one,neutral
hoe stfu,offensive
time for ranger scouts to head out and watch some yankee prospects rangers,neutral
thanks nig128540,offensive
a woman never cheated unless a man drove her to do it men only cheat for new pussy,offensive
i do know one thing though bitches they come they go,offensive
im gonna start my own web md site and the only three diagnosis are quit being a pussy lay off the drugs call 911,offensive
