text,standardized_label,source
everybody fckn everybody bitch amp everybody with the shit thats life,offensive,davidson
so fucking annoying when a hoe is like omg relationship goals like close your legs get dressed and do something about it,offensive,davidson
thinking bout gettin 500 put on my ears cuz im getting money bitch,offensive,davidson
this bitch tweets been on point the few minutes i been on,offensive,davidson
my momma told me to tell you to mind yoooo damn motha fuckin business you 22 not knowin what it is bitch,offensive,davidson
you know how trash of a grown ass woman you gotta be for a nigga to be fucking around 17 year old 10 year old landfill trash,offensive,davidson
8220 not looking for love one day itll find me until then8221keep fuckin dese hoes128540 yolo128553128514 i ain8230,offensive,davidson
all my hoes they so rude,offensive,davidson
stop fuckin with a take me out somewhere type of bitch get you a baby i cooked for you type of chick 128525974965039128056,offensive,davidson
she in the mall she balling bitch buy something for me,offensive,davidson
all these hoes fucking but they dont want to seem like a hoe so you gotta hit em on the low,offensive,davidson
8220 pretty boy face8221 awee thanks faggot,offensive,davidson
oh you want pho well saimigi is ghetto pho eat that shit since im broke128564128514,offensive,davidson
if i dont like that hoe i turn her ass into a frisbee,offensive,davidson
watch women try to argue with me like they have a dick and actually fucked some pussy before i hate when bitches do that,offensive,davidson
how im a hoe if i only fucked 2 men bitch cuz they was best friends,offensive,davidson
getting into peoples faces lol yet u r the teabagger all over my twitter dash shut the fuck up already,offensive,davidson
when bitches u hate wont stop staring at u in the halls,offensive,davidson
fuck u u dumb ass bitch hoe,offensive,davidson
steve calvin annis cunt,offensive,davidson
how do you bloke someone on insta dumb bitch scares me,offensive,original
thank god im just an old redneck bitch from memphis tn and not a troll,offensive,davidson
painting bitches on rooftops bc bitches love rooftops,offensive,davidson
not all black girls are ghetto128530,offensive,original
i smiled first and then you mugged so of course ima mugg back cant bitch out lol,offensive,davidson
denial is a bitch youresilly,offensive,davidson
social network got bitches heads like 128553,offensive,original
smoke wit a bitch in nap and let her play music i bet 100 she turn on boosie or some slow shit 128530 real shit,offensive,original
the beat tho 128076bitch im trying bone,offensive,original
oh now your bitch ass wants to reply back after 3 days bitch bye,offensive,original
des popcorn hoes be in da way all the time mannn,offensive,davidson
sometime i wish i wasnt colored,offensive,original
help me speed up the process of fucking your bitchfeel me,offensive,original
adawg getcho ghetto booty up,offensive,davidson
anxiety is a bitch,offensive,davidson
why niccas be hating tho lol let me live homie,offensive,davidson
being so wrapped up in love that you stop doing well for you is what middle schoolers do dumb bitch i want just want mo8230,offensive,davidson
bitch what where yall be at come to town east mall u and your bitch fuck boys,offensive,davidson
broke bitches on my tl,offensive,davidson
hes texas trash bro,offensive,davidson
bullying laws are for pussies,offensive,davidson
i dont rt light skin bitches will have 30 unread texts amp still tweet nobody to talk to you bitches is outta control,offensive,davidson
what you gonna do if she cheat cry fight for her no kick that bitch out and go straight to tootsies,offensive,davidson
8220 i couldnt find anything to hold my hair up let alone put a pony in8221no bitch i said post a busted pic128557,offensive,davidson
nah bama fans aint finna have a nigger running the offense,offensive,davidson
sellin my soul for material wishes fast cars amp bitches,offensive,davidson
she a bird for that shit was disrespectful then ran outside n left her man to get bossed on,offensive,davidson
damn bitches on a niggas mind haha,offensive,davidson
work out hoe,offensive,davidson
im comparing kfc to the pussy,offensive,davidson
bitch you still subtweets but not replying though 128514128557128524,offensive,davidson
and yall niggas jus give up the pussy i wonder how yall feel reading the tl nervous af huh thinkin yall bout to ge8230,offensive,davidson
eff dem hos,offensive,davidson
not sparing no hoes128514 128175,offensive,davidson
this art shit lives forever bitch keep the change,offensive,davidson
when ya name gain weight ya ex hoes cant let go,offensive,davidson
yall come through the frontbitch i aint coming,offensive,davidson
yea native and black proud then a bitch,offensive,davidson
uncle tom ass muhfuckas,offensive,original
playoffs bitch,offensive,davidson
rt leave the bitching to the bitches,offensive,davidson
aint no pussy better than loyal pussy,offensive,davidson
honestly fuck whoever agreed with this bitch ass nigga your never going to get to tupac level,offensive,davidson
he wants pussy nd a dini mean a cat,offensive,original
after i say some shit i just be like wow that was so uncalled for youre really a bitch 128514128514 attitude on 128175,offensive,davidson
8220 when you fuck her good she trip even more8221 good dick makes a bitch go crazy,offensive,davidson
im from long beach california so people automatically think ima badass or a bitch hahha,offensive,davidson
i do the shit you bitches is too pussy to do,offensive,davidson
women cant do something called live lifeapparently thats being a hoe,offensive,davidson
lets run a train on this bitch,offensive,davidson
im busy what im tell all hoes who played me to the side im busy,offensive,davidson
punch a bitch on her lip hahaha,offensive,davidson
lol i dont got nothin against nobody witta man im just sayin summa these hoes be lyingggggg,offensive,original
running dangerously low on cigarettes these bitches better last me till monday or tuesday,offensive,original
sounds like you bout to smack a hoe,offensive,davidson
and i probably fucked yo bitch homie,offensive,davidson
tv makes these hoes seem more attractive yawns,offensive,original
if youre fucking your sons barber and you still gotta pay for the cutya pussy is wack 128569,offensive,davidson
8220 so jus dont be faithful cus u never kno what your bitch doing lmao8221128553128514128514128514128128128128128128128128,offensive,davidson
if ive ever offended you im sorry that youre a sensitive lil bitch,offensive,davidson
jazz jumbo dick corporations making bitches tap out since 1999,offensive,davidson
i think all dem hoes on lahhh regular,offensive,davidson
when you realize bae is a hoe,offensive,davidson
not into dressin to impress these bitches or niggas,offensive,davidson
the karate kid is such a pussy,offensive,original
sorry about the spam but i dare you to search nigger on twitter and not laugh impossible,offensive,davidson
i tell the truuuooooth that bitch is ugly yeah her aunt and momma too i was gone lie about er but bro i had to tell the truth,offensive,davidson
fact females that tweet all the dayum day r hoes that need attention ijs wontgetme,offensive,davidson
and if a bitch cant respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly,offensive,davidson
i would have loved to watch newman bitch slap johnson id pay to see that,offensive,original
except dat hazel nigga rt 8220 i think all dem hoes on lahhh regular8221128072i know i can hit all of em too128553,offensive,davidson
yall ladies ever have on a tank top or something amp like one of your nips was just chilling outside the shirt and you d8230,offensive,davidson
do you expect me to be cute with you oh hell no im not a bitch cuteness gets you planted in a relationship a relationship youll hate,offensive,davidson
they always put gingers in red yellow or leopard print,offensive,davidson
put a ring on it or it aint yo bitch,offensive,davidson
its the truth we dont love these hoes 128581,offensive,davidson
fuck with us you know we tweakin hoe,offensive,davidson
hahah that niggah got hella checked do your thang uce powercouple,offensive,davidson
pornandroidiphoneipadsexxxx hiddencams amateur boy fucking bitch hiddencam,offensive,davidson
hahahhahaa rt your boyfriend trash ma stop tryna convince yourself otherwise in these tweets,offensive,davidson
you really cant be too nice to bitches thats the easiest way to get cheated on,offensive,davidson
if i got 50 and my girl got 0 then i still got 50 cause that bitch should have a job,offensive,davidson
there are some real life hoes on ig crazy,offensive,davidson
some niggah said sugapuss to me lastnight 128569128569128569,offensive,davidson
rows for the hoes curls for the girls planks for the skanks deep cuts for the sluts quads for the broads no pecs no sex,offensive,davidson
bruh sasuke and sakuras daughter gonna be a bad uchiha bitch,offensive,davidson
im a pussy,offensive,davidson
bitches dont know if they wanna play basketball or look sexy bro,offensive,davidson
soft niccas usually send the hate thru the bitches jealous instagram niccas hatin on ya pictures,offensive,davidson
yung nigger move that dope,offensive,davidson
i65533m tough ambitious and i know exactly what i want if that makes me a bitch then okay,offensive,davidson
lmao shorty twitter name is pussy 2 chubbylmfao im dead,offensive,davidson
ok seriously fuck the people who slam on their breaks when the light turns yellow floor that shit bitch,offensive,davidson
u want me to panda express so someone can break up the like fuck stick to plan and go to plano get that bitch out your blood,offensive,davidson
a miserable bitch is on the docket today lois misery lerner better get grilled the ordered harassment was undeniable breakherdown war,offensive,davidson
robin thicke doing too much to get paula back that pussy had to have been 12734418419,offensive,davidson
this niggah was tripping over everybody,offensive,davidson
nigga i talk shit period this aint nun new white bitch we go threw this every damn day 128514128514,offensive,original
im a vipperloid bitchp,offensive,original
eat her pussy when she mad sad stressed mad at you or whatever shit just lay her down and eat her pussy up 128076128069128166,offensive,davidson
prego bitch,offensive,davidson
ay yall heard that rich gang tape thou that bitch on flame128293,offensive,original
it aint nothing to 998665039 that bitch off 128075128514,offensive,davidson
why yall bitches be havin stretch marks on yall upper ass 128514128557128557,offensive,davidson
wow rt im lost are those buttcheek piercings yeah shes a hoe,offensive,davidson
fear the queer,offensive,davidson
i hate these mone davis commercials bitch is gonna end up either a dyke or a loser like every other female,offensive,davidson
8220 why do niggas settle for easy bitches like dont yall wanna bitch that challenges you to better yoursel8230,offensive,original
who is that pink hat guy cody caleb either way he is a over emotional bitch bb16,offensive,davidson
why not animal crackers i want animal crackers shaped like master chiefs and trolls and guns and shit thatd rule,offensive,original
this why i be on the bitches so much they listen to me 128680128680128680,offensive,davidson
8220 i feel sorry for whoever using alyssa number to play phone games 1285321280808221 dumb ass hoes who aint got a life,offensive,original
when a bitch gets smart and i look too cute to be ratchet,offensive,davidson
8220 early bird gets the dick1277708221 128514128514128514,offensive,original
my timeline looks thirsty bc all you basic hoes keep talking bout the same nigga that dont matter ctfuu,offensive,original
stevie j playa of the yr tho lhhatlreunionhe aint no playerhe stands solid behind his bullshit and bitches respect that,offensive,davidson
gave a homeless guy a couple bucks today and didnt even say thank you just walked away ha okay ungreatful son of a bitch,offensive,davidson
fuck this bitch idc tgif,offensive,davidson
thanks little fag 128536,offensive,original
fat bitches that think they cute,offensive,original
how yall hoes do instagram rates,offensive,davidson
bout to unfollow all the bitches i follow currently and follow all new bitches i need change in my life and i feel like thats a good start,offensive,davidson
i think i killed a chipmunk but that son of a bitch was fast i need to check my tires,offensive,original
garbage rappers cant learn its like teaching advanced algebra to a retard,offensive,davidson
outside my click it aint another nicca fuccn wit me,offensive,davidson
she can stay as close as she pleases nigguh,offensive,davidson
big thick pretty bitch,offensive,davidson
we all know dumb bitches like this,offensive,davidson
told yo bitch get on her knees i dont want no sex128526128175,offensive,original
0 energy for these hoes,offensive,davidson
i aint never seen a bitch so obsessed with they nigga128514 im obsessed with mine 128529,offensive,davidson
aye my nigha yeayoureadindis gone let ya bitch fuck wit my team donjuuuan8230,offensive,davidson
80 rt 60 of these hoes be fake gay,offensive,davidson
yep lmao its been a hectic few weeks waddup ho,offensive,original
8220 i wanna go to this lil shit tonightbut the way how bitches faces be set up i be wantin to slap em when i see them8221128553128557,offensive,davidson
i hate when people ask if i shoot up i dont need that pussy shit to be bigger than you unswole niggas128075,offensive,davidson
128514 bruh these hoes gotta be stupid,offensive,davidson
aint say its wrong but its just as stupid as hoes showing up to get attention from dudesno one is bigger than the game,offensive,davidson
my bestfriend got jumped by like 67 dudes n ur upset u have to pay fines gtfo bitch,offensive,davidson
i never talk to anybody has dinner with family i hate everyone defends 45 people when i call them cunts,offensive,davidson
why bitches gotta be bitches,offensive,davidson
i wish i could go to dat bitch rt,offensive,davidson
horny cougar gets two cocks shoved in her160pussy,offensive,davidson
wish theyd teach tracee rt all chihuahuas do that squinty eye shit i think its hilarious,offensive,davidson
im crazy and wayne can rap about pussy 3 songs in a row,offensive,davidson
be a dog to these bitches bt be a king to ya queen,offensive,davidson
first thing to do when you meet a famous star sell my hoe,offensive,davidson
dont tell me ryan tannehills better than dogshit alex smiths trash ass too fuck,offensive,original
8220 yall niggas think i just hang around your crib doing nothing bitch i be getting bread too 128514,offensive,davidson
side bitch or main bitch you still aint the only bitch 128079128175128175,offensive,davidson
when you listening to a bitch complaining about a nigga that ain8217t even hers,offensive,davidson
8220 well we all know victorias secret now8221 yea and we all the cocoa puff bird fucking,offensive,davidson
chill bitch,offensive,davidson
am i the only one tht see these hoes pattern they stop tweet for 3 to 4 weeks and come bac with the same love tweets bout 8230,offensive,davidson
mygoalfor2012 unhoe these bitches,offensive,davidson
bad blood in the camp amp if its bout a bitch just know i dont respect it homie,offensive,davidson
lol it aint nun wrong wit tryn to be 1 of da realist niccas n da city tho salute,offensive,davidson
im not the brightest but i can guess her game a lil and i know how much of attention whores those bitches are,offensive,original
gotta keep these hoes on point,offensive,original
i see you fuck bitches i fuck bitches also,offensive,davidson
fucc nicca,offensive,davidson
photo no filtering bitches 128128128128128128128128 turntup webad wepretty gayvegas rupaulsdragrace barb minaj,offensive,davidson
at least that one dude had the guts to me if you dont like my opinion qquit being a bitch and keep scrolling128076,offensive,davidson
we was wearing shorts about a week agoweek ago grab ya hoodies cause its freezing hoe freezing hoe 128514128514128514,offensive,davidson
what a narcissistic cunt he is,offensive,davidson
what you say bitch selfiesonselfies,offensive,davidson
betta ask round these streets bitch bout jay,offensive,original
ur still secretly lookng at tommy lees cock jesus christ 4getaboutit thats a ghetto dream,offensive,original
im tryna smoke some dope in that bitch lol,offensive,original
gabbys a bitch and has three accounts,offensive,davidson
jenny was a hoe til she got aids until she was ready to settle down with forrest gump who tried saving her so many tim8230,offensive,davidson
fuck them bitches i hope navy beat em this week,offensive,davidson
lovee this bitch istg,offensive,davidson
7th grade bitches lt3,offensive,davidson
im tryna eat steaks n dis hoe wanna eat peanuts voice,offensive,davidson
fat bitches dont like liftin up they arms in the summer all that dampness cuh,offensive,original
holy fuck frozen pussy you are crazy,offensive,davidson
fuck you then bitch shove that work up your ass,offensive,davidson
follow the system and youll practically be swimming in pussy,offensive,davidson
its been a minute since we chilled like we use to i hope that pussy still feels like it use to,offensive,davidson
only people not home right now are nurses hoes amp niggas tryna hit them hoes999665039,offensive,davidson
lol thanks bitch hahah vegas aint ready for us lol,offensive,davidson
the fuck does a yellow cloud do,offensive,davidson
what these bitches want from a nicca 128553128553,offensive,davidson
she looks like a real dyke now,offensive,original
lol its 436 and bitches are out here staggering drunk,offensive,davidson
we need a ut expose hoes page hmmmmm,offensive,original
norbit mad as a bitch lmfaooooooo 128514128514,offensive,original
so damn stupid someone needs to sit that bitch down amp explain to her that communism is a p8230,offensive,davidson
i only wear weave because i like it a bitch got hair 128514128129,offensive,davidson
kenny lee gotta be da only light skin nicca dat eat chitlins 128514128514,offensive,davidson
that bitch mouth made the honor roll,offensive,davidson
lol active rt idgaf about an active hoe as long as shes not fucking my man need to learn how to mind your business,offensive,davidson
this ugly bitch need to get a new name tho you dont look like me you dont have as much followers as me killyouself zodiac killer bitch,offensive,original
tigers are fuckin garbage jesus christsuck a dick ausmus youre just as trash as that sorry ass bullpen,offensive,davidson
im so sure bitch frfr tf,offensive,davidson
128514128514128514 dat shit crazy a nicca use to wear dat shit fr,offensive,original
lmaooo coley just whammmmed him add this to it swervee bitch,offensive,original
yet this nigga still checkin up on his old hoes,offensive,davidson
if were together 128143128145 and you dont like that bitch 128129128587 i dont like that bitch either 128078128076,offensive,davidson
u aint bout it wop,offensive,davidson
if yoda had a pussy thats what i look like in the morning,offensive,davidson
club solo 1 deep fuck a valet cause i parked on the street lordddd knows 1041243 you cant trust these hoes,offensive,davidson
its a got damn shame bitches wit raw ass dick sucking skills are not wifey material,offensive,davidson
bitch whos fucking playing but you and how would u know what i smoke i dont fuck with friendly ass niggas,offensive,davidson
blocked his fuzzy butt128522 ignore this low life creature,offensive,davidson
if california chrome doesnt go off at even money or better i might flip a trash can over i mean damn can i get 65 oh the humanity,offensive,original
here come the desperate hoes 128514,offensive,davidson
8220 why does nobody believe me when i say im a virgin dewd wtf8221 no you aint hoe,offensive,original
ill round up my hoes in a little bit,offensive,davidson
twitter is like the friend i sometimes forget to visit and then he calls and acts like a bitchy mcbitcherson with a side of bitch,offensive,davidson
i have small pussy size plugs,offensive,davidson
lmaoooooooo rt dumped the shyt outta me fuck wrong with her im perfect like angel pussy,offensive,davidson
lmaoo rt tyga wife hoes and teenagers his life sucks,offensive,davidson
yo i miss you ya cunt,offensive,davidson
ugly bitches listen yall can not be havin a stank attitude yall dont have nothing working for you but your personally so dont fuck it up,offensive,davidson
8220 my momma aint raise no hoe8221,offensive,original
gabby is such a hoe,offensive,original
your pussy hole must be small the adjustment phase rt tf is gentle intercourse,offensive,davidson
i like being teased dont give me the pussy too fast,offensive,original
about to smack some peckerwoods in a judge pit,offensive,davidson
montana wisconsin maine new hampshire north and south dakota wyoming all places you can move an exhoe to and be happy,offensive,original
8220 my name is stefanie 128075128075128075128075 stefanie1285141285408221fuck u hoe 128553128530128514,offensive,davidson
that pussy is never yours its just your turn remember that 128175,offensive,davidson
oh wow avoiding that bitch,offensive,davidson
this 8am biology lab aint no hoe 128553128557,offensive,davidson
do i fuck her or feed her 8220 i hate fat thick bitches8221,offensive,original
dont show me no bitch unless she look like dolly parton,offensive,davidson
niggas bitches getting exposed128514128514128514128553128555128555128555128555128555,offensive,davidson
lock 5 fat bitches in 1 room for 5 days with just 5 mcdoubles now thats hunger games,offensive,davidson
are you sure you aint colored,offensive,davidson
i love bad bitches thats my fuckin problem 128527,offensive,davidson
this nigguh really tried to fight me on the bus over a grape kool aid jammer 128514128514128514,offensive,original
bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didnt think ik did u,offensive,davidson
let the hoe ass falcons get steven wackson and our 1st rd pick,offensive,davidson
stupid bitches cant handle the johns,offensive,davidson
that bitch ugly rt daughter,offensive,davidson
kills me when bitches have a different real life mcm every damn monday lmao whoraisedyou 128550128550,offensive,davidson
i remember playing the halo 4 episodes with the pussy finished all chapters without me fuck him,offensive,original
leaving no hope for these hoes,offensive,davidson
have fun getting deported you fucking faggot,offensive,davidson
side hoe hey this is my boyfriend me,offensive,davidson
half of it will be about how you became ghetto in compton,offensive,davidson
olivia a bird for believing this shit scandalabc,offensive,davidson
life be my bitch and that hoe move when i say so 128175,offensive,original
8220 theres starving children in africa but this bitch using bananas to plug her butt hole smh wtf128514128514,offensive,davidson
drive you nigger,offensive,original
they gotta sell they ugliness 128514128514 8220 ugly bitches be the most stuck up like bish what 100671285531285141285148221,offensive,davidson
thats a bitch i have no desire to see that much bullshit hahahaha,offensive,davidson
ah lil bit bitch 128526128527128514128076,offensive,original
bitch please,offensive,original
these bitches will set you up the moment you stop fucking with them and they mad,offensive,davidson
thats white woman pussy,offensive,davidson
bruh you trash take yo ass back to college,offensive,davidson
the base and would mean it would hurt like a bitch to have one broken off,offensive,davidson
dudes taking selfies aint cute ya pussies,offensive,davidson
fat hoes need a treadmill lol hmu therealwesjamescom,offensive,davidson
a nigguh spitting dat crack to your bitch,offensive,davidson
got to the club early just to get in free and wait for hoes to show up,offensive,davidson
that pussy cant be that hairy shit gotta stink lol,offensive,davidson
hurt ass how ah whole nigga hate on a bitch tf,offensive,original
mad that its a pussy gym and full of fuck people,offensive,davidson
used to have a girlfriend now all i got is hoes i was lookin for a good girl but she was fuckin on the low,offensive,davidson
how you put ya hoes before ya girlfriend 128564,offensive,davidson
all i wanna do is get money and fuck model bitches russell simmons,offensive,davidson
that son of a bitch moment when you finally get in bed and your bladder decides its time to piss,offensive,davidson
so if a girl gets drunk and does some hoe shitits rape now,offensive,original
nothing says fashion like a cunt hat,offensive,original
each time i do it for ya i make that bad pussy behave,offensive,davidson
my teacher called my mom cus i was eating in class fucking bitch,offensive,davidson
lol bitch u a has been,offensive,davidson
rape a ho ben lol,offensive,original
lol rt wait a minute i8217m seeing mad dope costumes yall stop trying to steal halloween back from the hoes,offensive,davidson
them pretty bitches love me them bitches love me guccccci,offensive,original
my niggah,offensive,original
8220 word rt having zero hoes gtgtgtgt8221,offensive,original
bad bitches is the only thing that like,offensive,davidson
no man has ever aborted a baby even if he have her on it abortion bitches will soon meet god amp they baby to face th8230,offensive,davidson
biggie was and always will be the flyest cunt in rap biggie,offensive,davidson
you tryna say im a pussy of course im tryna slam i aint no pussy duuuuuuu,offensive,davidson
and retarded love is always retarded sentimental,offensive,davidson
so this dumb bitch had an opinion bout wtf i post on my instagram the time it took to write a post8230,offensive,davidson
never cared about how another bitch saw me i know who i am,offensive,original
ill beat some pussy up right about now,offensive,davidson
august alsina ghetto 128158,offensive,original
mykel stay wit all the bad bitches 128514128557128530,offensive,davidson
stomach is hurting im starving for some early morning pussy 128527128527,offensive,davidson
ihate them mad bitches where the glad ones at,offensive,davidson
fag fuckin pirelli tire black ass nigga whit a white boy shirt on but my nigga did loosen up a lil bitbowbow,offensive,original
hoes,offensive,original
roy hibbert so trash its unbelievable,offensive,davidson
wow impeachment look at you using your vocab workshop words guess we were only half wrong about you being a dumb cunt,offensive,davidson
who can vouch for ya pussy tho k,offensive,original
im lmao fa real cuz i really saw her throw dat bitch in a circle lol,offensive,davidson
excuse me heres your nose i found it in my business hoe,offensive,original
its all fun and games until i have to slap a bitch,offensive,davidson
told that hoe she special like the mcrib169 at mcdonalds,offensive,davidson
that talentless skag is a wardrobe malfunction,offensive,davidson
you just a dark ie my nig its ok,offensive,davidson
rt if no bitches texting u right now,offensive,davidson
i like bad bitches cause they like bad bitches too 128525128525128536 hay stunna,offensive,original
when its hot i wear whatever lol shit if could come out this bitch in briefs i would,offensive,davidson
people person so you know lil gabby got hoes 128129,offensive,original
i hate when people have terrible coping skills and complain too much oh your mom died how about you stop being a pussy,offensive,davidson
like bitch you already know the answer its all for bri duh,offensive,davidson
he wanna be my nigga but im just trinna be his savings account 128553 128514128557128514128557 omg imma funny ass bitch man but thats real shit 128175,offensive,davidson
makeup be saving alot of these bitches from being single,offensive,davidson
american government preaches no bullying creating a new generation of pussies,offensive,davidson
and if you looking for my ill be on these bitches mind,offensive,davidson
all of yall stfu your all pussies and wont do shit,offensive,davidson
old raglyscrag me and that bitch been places,offensive,davidson
8220 if miley really got knocked up by juicy j that shit is wild 1285638221 didnt he say u say no to ratchet pussy juicy j cant,offensive,davidson
i thought you was talm bout the school wifi i was gon say all you had to do was ask a bitch 128514128557,offensive,original
ima keep on giving these pussy ass niggas ah reason to hate,offensive,original
most black hoes at prom looked like,offensive,davidson
if i hit you wit that shottie bitch i bet ya body flip 128299128165128165128165,offensive,davidson
i think i need to see said bitch in question,offensive,davidson
lmfao custy bitches be like come on in,offensive,davidson
long story lol but ive missed you faggot,offensive,original
this work shit for the birdsion think it take 8 hours to do nothing,offensive,davidson
tonight i gotta take a dope ass picture wit a bad bitch while im drunk so i can change my avi im tired of seeing this one already,offensive,davidson
byee iverrishaa 128514128514 ghetto ass name,offensive,original
mmm where the fuck is that at honkey u need to wake up and realize its 2013 and get off of the skin,offensive,davidson
he knows game hes just gonna make it as small of a loss as possibleshe was 1 of don juan hoes off jump,offensive,davidson
man dude next to me got 2 of the worst looking hoes i ever seen but hey it is 2,offensive,davidson
moving is always a bitch im excited for dallas though,offensive,davidson
no matter how much you bitch and complain america is in better shape to how obama found it period,offensive,davidson
hung with all dudes and wasnt fuckin no bitches so,offensive,davidson
like i know i can be a bitch sometimes but some people need to know their levels,offensive,davidson
no u eat it inbred trailer trash,offensive,davidson
being a hoe means fuckin a lot of people not talking to a lot of people yall mufuckas be having shit mixed up 1285309995128175,offensive,davidson
im such a sarcastic bitch its beautiful,offensive,davidson
i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake,offensive,davidson
you can tease this dick faggot,offensive,original
that son of a bitch moment when it rains and you forget your car windows are down,offensive,original
qtna rt how yall bitches gon breast feed wit nipple rings 128563128534,offensive,davidson
bitch betta get it rightshout outddaaawwgggffaaaccee cccaalldddeerooonndese hoes be aktin,offensive,davidson
you hoes getting outta hand,offensive,davidson
starks being a faggot,offensive,davidson
sexy ass yellow bone,offensive,davidson
you get drunk with a bitch and u try and grab her ass she get all offended well excuse me bitch i thought u were a hoe,offensive,davidson
shouldnt be at the club rt i done been in the club and saw bitches reject a dance because they had a man as 8230,offensive,davidson
stupid bitches,offensive,original
i knw these bitch niggas frm way back if u was ah pussy in 2000 u ah pussy now,offensive,davidson
bitches tweeting relationship goals wno man job or real desire to stop being a hoe or partying every weekend jus a iph8230,offensive,davidson
bitch i ainn hiden i go str8 to class my teacher lame af,offensive,davidson
if youre a freshman and youve fucked 14 of the boys in the senior class youre a hoe notcute,offensive,davidson
broke pussy boy deions record,offensive,davidson
i wonder if philly fans arent aware that they are complete cunts or they are aware but are just ok with it,offensive,davidson
makeup save you hoes,offensive,davidson
shes a hoe shes ugly shes a bitch shes this shes that but you dated her please take a seat,offensive,davidson
pie crust is trash it be all flaky and dry and shit,offensive,davidson
this is for the bitches who played me what up hoe,offensive,davidson
the way hawk girl did green lantern is why i do not trust these hoes nope,offensive,original
bitch im the man thats right i said it bitch im the man dont you forget it 128527,offensive,davidson
the club promoter tweet fucked another niggas bitch last night lol successful nite you rt the tweet amp laugh that w8230,offensive,original
her pussy loves it when i speak in tongues,offensive,davidson
8220 group chat bitches we call yall undercover feds 128110128110128110 watching everybody8221,offensive,davidson
i just fell in love just saw the baddest bitch driving a 2014 e350 amg coupe 128525128525128525128525128525128525128525128525128525128525128525128525,offensive,davidson
my dawg told me its a must i be this saturday rockin that bitch wit tha8230,offensive,original
i dont see how ud get pussy when u yourself are a pussy,offensive,davidson
i dont get why people bitch about an unfollow when you never talked to them,offensive,davidson
bitch get it how you live 128514128175,offensive,davidson
i love my big booty bitches,offensive,original
nothing worse than a baby bitch pussy go fly a kite,offensive,original
sweetest bitch youll ever meet,offensive,original
text me with plans nigs,offensive,original
pic so confusing looks like a dyke but has a hoe pooci 171 8220 128553128553128553128553128553,offensive,davidson
life aint shit but bitches an money i pass that weed like i studied,offensive,davidson
28 basically you cant be bold and be a hoe at the same time,offensive,davidson
happy birthday to the funniest bitch i know 128536128536128536,offensive,original
bitch you can get to,offensive,davidson
this office is used to pound some160pussy,offensive,davidson
look at all those fake ass fuck boy ass desperate for a ring ass trash ass fake ass fans out there,offensive,original
bitch what happen to comin thru,offensive,davidson
8220 damn i hate being a huge pussy8221,offensive,original
8220 if a bitch tweet i lose interest fast slide in her dms cause she a thot8221 good looks,offensive,davidson
8220 they trash though8221,offensive,davidson
cuz u a hoe,offensive,original
fwm on twitter got strippers escorts artists hustlaz hittaz bitches niggas im dat dude,offensive,davidson
nigg complaining about a journal and bitches half naked,offensive,original
oh yeah the hpv shot swells like a bitch put some ice on it for a bit if you want itll go down eventually,offensive,davidson
and if yu ever need a shoulder to cry on i wont be there cus im on my fuck that bitch shit,offensive,original
what a hoe,offensive,original
same bitch talking abt you will be the only bitch in your face but 128056974965039,offensive,original
8220 kannie amp vonnie some tiny ass bitches1285571285571285578221128557128079128079 i hated when you and crissi started calling us little body bitches in hawaii,offensive,davidson
he has hickeys on him an its like yeah bitches thats mine and hes like not even trying to hide them makes me feel good about life,offensive,davidson
its knives bitch,offensive,davidson
young based god in olympics stay fuckin bitches,offensive,davidson
will u love dat nigga even if he lose it all or will u dip like the groupie hoes searching for another 1108865039,offensive,davidson
waaaaay too many niggas comfortable wit dressing up like ugly bitches for ig likes an reposts,offensive,davidson
work is such a bitch right now,offensive,davidson
but can we all at least agree that you whining like a little bitch because someone threw your phone is absolutely hilarious,offensive,davidson
how i beat up the pussy,offensive,davidson
vegeta a super hoe then but he did snack goni up something fierce during buu saga wow,offensive,davidson
this bitch is just dead weight pallbearers,offensive,davidson
lmao he left that bitch128514128514128514128514,offensive,original
the bitches are back,offensive,davidson
photo happy friday bitches kimorablac,offensive,davidson
dumb bitches broke my tv went to wal mart fucked up wokeup with a smart tv lol,offensive,davidson
8220 well aint this bout a bitch 128514128514128514 bruh128553128514128514,offensive,davidson
i am nice i am humble but i will still let a bitch know whats up hunnnney128133128226128226128226128226128226,offensive,davidson
this headache is a bitch 128543128548,offensive,davidson
yall niggas aint low tho yall really be comin at these bitches on here then when they curve u u act like u was playing8230,offensive,davidson
avery 8211 adorable and petite red haired teen plays with her shaved160pussy,offensive,davidson
niccas dnt kno bout da art of finessin,offensive,original
you stupid lil ass bitch i aint fuckin with chuuu,offensive,davidson
8220 how young is this hoe with a mampm pillow,offensive,davidson
hate when bitches get boyfriends then forget all about you like you wasnt there before they got together,offensive,davidson
8220 youre right ill take girl on the right over kim any day u support that hoe,offensive,davidson
i should probs shave my spic stash soon its kinda getting out of hand,offensive,davidson
about to go watch dis bitch birth the devil kinky,offensive,davidson
she8217s not a hoe cuz she had sex before bro lol,offensive,davidson
i just found out that marehood is code for horse pussy brony mlp,offensive,original
lol jk i changed my number on them hos,offensive,original
