text,label
lowkey called that faggot a faggot,hate_speech
most of these niggas go broke for these hoes,hate_speech
never put nothin pass these hoes cause all of these hoes straight ratchet,offensive
8220 im hungry i wont give a bitch a time or day im trying take care business 12812982219994,offensive
litterally cant wait for this weekend with my bad bitches 128527,offensive
listen to charlie daniels speak the truth amp then enlist in the us freedom army at,neutral
lebron your still a bitch you suck nigger hope you die,hate_speech
but she a bad bad bitch make you late for it,offensive
dayum u gyp u gone have mfs thinking im wiping my face wpissy diapers n shyt grrrrrr,offensive
realest tweet i seen today rt 8230 dyke bitches are rehab for hoesand once im healedback to the dick i go,hate_speech
lmaoooo what a bunch of fags,hate_speech
i say nigger with love,offensive
kevin love out here bein a hoe just let the world know u gonna be a laker 2015 season dawg,offensive
they slut for me they kill for me they steal for me and of course itll be yo cash and ill murder that bitch send the body back to yo ass,hate_speech
eagles fuck around amp lose itll be kill the cracker at the sophi crib smfh,hate_speech
and i gotta say i dont like this ashley brooks omfg creepy psycho bitch,offensive
dumb nigger,offensive
hell no where is the pussy print page,offensive
get your weak ass juco highlights off twitter hoe,offensive
broke tf outta this niggah at 24 104120410412041041204 he stopped playen defense and all,offensive
dude i work with is so pussy,offensive
im in this bitch yaaa i do my thanggg 128079,offensive
i just wanna spread your legs amp kiss amp lick my way down to your pussy just so i can feel every bit of wetness on my tong8230,offensive
jihadi work accidents 13 taliban fighters killed when their ieds detonated prematurely8230 celebrate8230,neutral
no hoe,offensive
stfu youre a pussy sit your ass down with all that noise,offensive
you are not a catyou are a pussy black bored kid kills a cop by starting a firewhere is the outrage you phony,offensive
lookin for your bitch she probably with me,offensive
i think im addicted to naked pictures and sit talking bout bitches that we almost had127911,offensive
cause youre a damn border bunny you forget already,offensive
ew wtf lol8220 lmfaooooo rt lmfaooooooooo bitches goin gay for this,offensive
bitch kill yoself go on to the bathroom and eat the pills bitch all of em,hate_speech
sebastian is high on cat nip rn,neutral
oh i see part of a giant govt take over eh stockboy you are a joke of a representative dumb teabagger,offensive
multi till i die bitch believe that,offensive
bitch what you thought 128514,offensive
dont let the power of the dollar turn you into a hoe,offensive
so you support illegals coming here and spreading disease among americans dream that bitch,hate_speech
trust me seattlegt we give thanksgiving its duegt a huge flightless bird dream come true for european bird eaters,neutral
matt got the shades on tryin to scope a bitch,offensive
ill see you guys later i gotta go bake my blood crackers,neutral
dont follow the astros they said theyre trash they said well now look at them astros,neutral
i got bitches definition im with some female friends who dont know that im referring to them as bitches,offensive
when u hitting it from the back u gotta call her bitch they love that but dont u dare call em slut,offensive
i reblogged them to mock her god bless,neutral
gay ass fags,hate_speech
a womans revenge to a man is being a hoe,offensive
the only one of marys friends i like so you other bitches dont exist 1285141285141285641285641285641285641281649995999665039,offensive
fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga yall some fake ass people,hate_speech
8220thats a very nice jig kearney now isnt dancing much more fun than bullying,neutral
little fucking gook who smells like shit an than thinking theyre the motherfuckin boss the fuck,hate_speech
fags,hate_speech
and who said i didnt like myself where the fuck u got shit from u made that up stfu and stop assuming and bitch am not ugly,offensive
8220 dudes shaving without it being for an athletic purpose is gay af8221 youre retarded,hate_speech
both of my bitches drive range rovers,offensive
should i take a nap though too kill a mocking bird or nah,neutral
thirsty hoes 128129,offensive
we find turtle we find the hoes,offensive
fuck you niggah you gay lol,hate_speech
man some lame niggah when i find him im unfollowing tf out his ass,hate_speech
im getting sleepy and my phone is acting retarded,neutral
but youre still a faggot,hate_speech
thats my bitch man i swear,offensive
why she a hoe we know about 5 dudes that hit kim 5 these hoes out here doing that in a week,offensive
he loves juggling it all around it he loves the fast life im sure hes already grinded on amcon hoes as well,offensive
can this bitch sit the fuck down and shut the fuck up,offensive
my problem is i got a strong idgaf attitude ion show no feelings to these pussy mfs 128175,offensive
bitch,offensive
he tweet like a bitch broke his heart,offensive
i really want a sports star to get a pet monkey and name him achilles,neutral
an ad for the haitian charity water is life mocks people who use firstworldproblems hashtag through juxtaposition,neutral
bomb your house then fuck your bitch all hail al qaeda,offensive
ur not sassy white trash change ur username,hate_speech
you dont know what your talking about retarded faggot,hate_speech
idk if is really a man but she surely is a trash rapper,neutral
bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life,hate_speech
i would like to apologize to anyone i have called fat stupid gay nigger jew or retarded i am truly sorry jk just trolling fags,hate_speech
dis be one sexy bitch,offensive
ew pussy buy a fucking xbone u got dat puppy muny,offensive
128525 8220 crazy things about the pussy that you should know 128520128520 make sure u know 128073128073 128072128072,offensive
you dont have any kids what are you one of them queers,hate_speech
only hoes cheat,offensive
doesnt wife these bitches,offensive
stfu dyke looking hoe,hate_speech
lol niggas still be talking about me threw bitches smh,offensive
i must be a bitch,offensive
a white lighter is bad luck not yellow ur stupid,neutral
this shit so trash lol,offensive
one less little nigger that would grow up into a big nigger,hate_speech
when a hoe go back to her roots,offensive
its too early to talk about eating pussy who ate ass this week,offensive
hahaha awe yea got a date with the baddest bitch around 1280681282991281761280761008465039,offensive
i really hate attention seeking hoes hope they all die,hate_speech
i aint mad at you bitches thats what hoes do,offensive
why wont we run the ball our offensive coordinator is retarded,neutral
its nt that i hate that bitch i just hate the shot he do,offensive
only real bitches suck dick,offensive
no the fuck am not bitch how bout u get out there bitch ass nigga stupid ass,hate_speech
crazy ass rt i been acting so mean ratchet and ghetto i crack myself up,offensive
why do my friends hate me because you a ratchet hoe,offensive
im from southchicago so i know its bad butbitch it aint like you live in englewood foh,offensive
asains had to take the wu tang clan the draft was suppose to be for half breed like me and fallinginthedraft,neutral
these people are fags,hate_speech
8220 word rt having zero hoes gtgtgtgt8221,offensive
8220 your relationship ended not your life stop being a whiny bitch8221,offensive
dudes built like a crushed twinkie,neutral
nah they would probably call you out for being the obsessed faggot you are also nice try though,offensive
all i wants is to represent da life o da colored man,neutral
cost 250 rt 8220 i aint buying no pussy i got too many followers for that8221 u in vegas dont miss opportunities,offensive
coons and monkeys like you disgust me you minstrel show negro crying about shit all the time youre a disgrace everywhere,hate_speech
somebody get my nigga some pussy cuz this nigga dont get no ass so imma need one of my hoes to slide in my nigga 8230,offensive
when u start realizing that bae is a hoe,offensive
now this new bitch acting dumb tryna correct my every word,offensive
fuck dat bitch,offensive
my father was born in nanticoke and attended lehigh im a ct yankee but love the pennsylvania dutch cooking,neutral
thanks the bitch that proofread my tweets on vacation this week,offensive
just said uswas full of nicegivingsmart ppli thought we were meanunexceptionalbitter clingersevolved,neutral
i seen sum of it but im tryin see lox n mook,neutral
yall dumb ass niggas be so pressed to have hoes yall weak as fuck as fuck weed over hoes oreos too,offensive
big booty hoe,offensive
chill rt if i ever become president imma ban henny from america for a day just to see you negroes panic gotcha bitch,hate_speech
one less little nigger that would grow up into a big nigger,hate_speech
i like being teased dont give me the pussy too fast,offensive
if you a top notch bitch lemme here you holler,offensive
good enough fag,hate_speech
my advice of the day if your a trannygo fuck your self,hate_speech
your the one keeping me up faggot,offensive
bitch shut the fuck and follow what u say nigga,offensive
its retarded,hate_speech
gay ass fags,hate_speech
a nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,hate_speech
nah gurl this pussy private 128581,offensive
aww y u so mad tho a successful man lmfao hut hugging as faggot,hate_speech
damn took this dumb spic nearly 2 days to respond wuz really good tho beaner,hate_speech
twitter watching bitches,offensive
whos a thottie yous a thottie whos a thottie yous a thottie yes you bitch womp womp 128514128514128514 lord save these parched hoes,offensive
you a hoe if you crying because yo ass pregnant it was all smiles while you was riding that dick bitch,hate_speech
inspiring a huge crowd of tourists to sit and watch the wild meadow rats over here by the trash cans cameras are out there is gasping,neutral
you wish niggah,offensive
that bitch want my numba she gottafuck my bruda,offensive
jus wanted to let y225ll know hope the hurricane kills your soca sunday trash lordwillin,hate_speech
nope not at all but im stuck in a house full of fucking niggers help me escape 128553,hate_speech
confused are lefties using the bridgeghazi hashtag to mock the bridge situation as frivolous or seriously equating the t8230,neutral
im not a fag gtfo,hate_speech
happy columbus day even billmaher likes cocaine and columbus what the fuck is wrong with you liberals fuckin moron retards,hate_speech
swiggety swag i love you too fag,offensive
yellow,neutral
stealing a car and fuckin yo bitch,offensive
vegeta is a little bitch teamgoku,offensive
sweetest bitch youll ever meet,offensive
niggas wear wigs more than bitches these days,hate_speech
its okay ill get bitches on this dick anyway but thanks for the tip,offensive
stupid bitches,offensive
im not particularly shy but hard for me to break ice with a stranger or in others words im a pussy 128517 haha she was so cute too,offensive
trash what,neutral
cactus is a yellow lab chow mix too hershey was everybodys active buddy cactus is one special pup shes an angel,neutral
hey dont be like a stupid white bitch in some horror movie asks america to hide from isis behind some chainsaws mkay,hate_speech
8220 o u unfollowed me so i cant dm u so ill say it here youre a rude cunt lmao8221 you can dm me,hate_speech
i8217m a bitch you8217re a bitch your mom8217s a bitch for having a bitch your dad8217s a bitch for fucking a bitch now who8217s t8230,offensive
ur fucking white trash,hate_speech
i hate the ghetto trash at the special school across the street from my building all of them will grow up to be criminals,hate_speech
i never had any friends the entire time i lived in virginia no one was cool to me i hope those white trash southerners all die,hate_speech
lmfaooo this bitch hits my car and calls the cops and says it was my fault 128514128514128514 dumb bitch,offensive
hoes need to stay in hoes place fr,offensive
you could fuck my bitch lemme fuck yo bitch 128514128514128514128514 128175,offensive
when you give somebody that bitch look,offensive
always wanted to fuck that bitch thank you god i fucked that bitch,offensive
an enraged 64 290 lb mike brown lethal weapon on legshis hatred 4 the police amp whitey added fuel 2 his arsenal,hate_speech
let niggas hate bitches loving it,offensive
ive been knowing fag,hate_speech
niggas be on pussy shit,offensive
im in mickey ds and he gone ask for a double cheese burger wit no cheese foh,neutral
the homie got this bitch rocken,offensive
i see a picture of you smoking such a man of god disgraceful nig you sir are an embarrassment,hate_speech
they are wrong you are a nigger always causung mischief among ur own people,hate_speech
i bet this hoe pussy juices look like spoiled chocolate milk 128514,offensive
who let gabby get drunk off of her ass give that bitch breadbitches love bread,offensive
it all depends on the female dawg usually thats how it is with these hoes but the genuine women fuck w8230,offensive
37 no i dont like hoes,offensive
and how is that what im suppose to go for the team who beat us thats retarded,offensive
bt bitches ampamp niggahs always had there hand out,offensive
fuck off lil bitch prolly gotta lil dick,offensive
yankees getting killed,neutral
must have been a light skin hoe 8220 lmfao wtf she mean af 1285571285578220 he wasnt ready bruh rip,hate_speech
8220 niggas is hoes man i swear8221,offensive
after i fuck your bitch,offensive
so ghetto,offensive
no just a niggress that thinks shes human,hate_speech
i wonder when it got attractive to be a huge bitch,offensive
insecure much put all you insults in one tweet fucking dumbass dude id wreck you you faggot,hate_speech
no one cares bitch,offensive
interested just wanted to see a better pic of the soles,neutral
ha ha ha no good fat dyke,hate_speech
when you sitting next ya girl and ya side bitch text you hey babe,offensive
i need a trippy bitch who fuck on hennessy,offensive
yes rt no rt will you buy the new caramel apple flavor of oreos,neutral
lol facts the baddest bitches be porn stars n strippers,offensive
fact rt kanye is best when a good piece of pussy fucks him over,offensive
oh no they drafted that gay ass that come out on tv well u welcome to redskins nation no queers just a lot of niggers,hate_speech
all i did was bitch about jessie still love you anyway,offensive
cancer is a hoe yall pray for the people who have it,offensive
but youre still a faggot,hate_speech
that is what i do rt rt the nicer you are the easier youre hurt so just be a bitch,offensive
i need a girl from jamaica i cant fuck with these basic black bitches,offensive
a nigga could tell you he aint fucking with her but really do be thats why you gotta ask most of the time a bitch wont lie about that,offensive
my favorite line so far has to be being blind must suck because you cant ever be an asshole made me ho8230,offensive
lmao you stupid nigger,hate_speech
jews and white race traitors have to be swept clean so the aryan race can survive,hate_speech
just noticed some trash on my notification page i had to clean up,neutral
meow bitches,offensive
ray rice bitch,offensive
when i saw men saying arguing with women is gaywhats when i knew yall really try hard for bitches attention who don8230,offensive
white boy talmbout ight ill see you tomorrow at school nigger,hate_speech
houston has so many trash drivers,neutral
boy i had no idea that was coming its called a smartphone youre horrible at trash talk,neutral
my wifi stronger then half yall hoes relationships lol,offensive
i hope you realize that your both retarded,offensive
my eyes brows finna be on fleekate fleek bitch 128514128514128514128514,offensive
you ever call your ex while youre fucking your side bitch yea im gonna do that later,offensive
stfu you dont get any pussy fuck boy,offensive
well now that im basically gone full retard lets get blasted,offensive
anybody who trashes their own neighborhood after a perceived injustice is a fucking moron ferguson,hate_speech
your 2 and 3 nigga them hoes suck wayans brothers are not funny at all jamie foxx should be number 2,hate_speech
8220 8220 that hoe smashed the whole team 8221 128557c128514h128557i128514l128557l1285148221 lmao yall fools128514128514128514128514,offensive
niggas swear they dont trust these hoes but be fucking raw 128528128514smh,offensive
chill cuz youll regret it bro your hitting that hoe rn why quit,offensive
you shouldnt bitch about anything until youre in a 21 person group chat,offensive
slightlyadjusted rt alls niggers wanna do is fuck tweet and drink pineapple soda all day,hate_speech
like hello my feet were clearly on the back of the desk bitch,offensive
u really got these coons out here dreaming,offensive
bitch get off my twitter hoe 128074,offensive
kanye turned a hoe into a housewife and niggas said rip good girls forever,offensive
i love how everybody bitches about heat fans when we win but if they lose all the haters are 10x more obnoxious,offensive
8220 oreos and milk 1285238221,neutral
im weeaboo trash,offensive
up runnin these 2k fades with ma niggah tyreon 10433231043359 leo kod lmfaoo,offensive
how u going to talk shit from another state thats dat pussy shit,offensive
hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it they love stupid people,hate_speech
if youd marry scarlett johansson,neutral
dont tell me ryan tannehills better than dogshit alex smiths trash ass too fuck,offensive
shes definitely a kardashian bird rt,neutral
im a big bitch and 4 is the goat rt im too lazy for 4,offensive
fuck a opp thot well shoot a bitch,offensive
anybody who trashes their own neighborhood after a perceived injustice is a fucking moron ferguson,hate_speech
it totally does smells like brownies every day i walk to work,neutral
clams to be a comedy writer untrue,neutral
i wish faggots like would stop making music rack city was fucking awful get the fuck outta michigan,hate_speech
coulda been fckd yo bitch 128564,offensive
are you justin beiber because your a fucken gay cunt,hate_speech
8220 faggot8221 respect,hate_speech
lol all the kids that act redneck in oviedo,offensive
stop flattering yourself bitch the only fan you have is on your ceiling,hate_speech
check out the homie for that sole sauce that stuff does miracles 8230,neutral
stupid teabagger restaurant making customers pay minimum wage fee,hate_speech
obama8217s faves muslims black ghetto trash via,hate_speech
8220 charlie sheen gets point for this,neutral
hey bitch boy nigorprobz,offensive
this bitch just said lorde is rock no,offensive
50 shades of shut your bitch ass up,offensive
ann coulter admits on fox news that america has a negro problem crime tcot gettingreal,hate_speech
like the new avi my twitter is retarded and shows you in the cubs hat but when i stalk your profile it show the new one,hate_speech
no one knows the words to that song they only know the sexy saxophone george michael is a pussy,offensive
8220 we raided nickis wig closet for the summer bad gals just wanna have fun this bitch has the a nerve smh,neutral
theres other bad bitches 128514128514,offensive
sigmas love to eat pussy at their juice partys famu,offensive
furrybah in my paypay voice rt the hoes are for everybody my nigga,hate_speech
my twitter was hacked im too pussy to admit that i said it and now i want to act like i never said it,offensive
omg no plz stop calling me an idiot are we in kindergarden you fucking faggot,hate_speech
faggot,hate_speech
basically gop romney right wing reactionaries drudgies teabaggers libertaritards all hate our education system and teachers,neutral
i swear that bitch can not talk but i love her attitude bruh lhhatl,offensive
are you in london this evening well exiron maiden member tony moor will be busking outside balham train station from 8230,neutral
whats worse than jury duty is the confirmation you get while serving that the general public is retarded,offensive
aurora is more ghetto then the bellos 128514128557,neutral
stfu u ugly dyke,hate_speech
had all the bitches on myspace going nuts,offensive
that beach from greece is so beautiful 128525 why do i live in bitch ass virginia while people get to live around such beauty year round 128553128532,offensive
my nig jus said aint nuttin worse den a fat loud hoetru fuckin story,hate_speech
and bitch i aint bout to debate with ya funky ass either,offensive
nevermind still a little bitch,offensive
omg gtfo white faggot,hate_speech
these hoes be thirsty for attention,offensive
gay fags,hate_speech
california is home to skater trash,hate_speech
seattle mayoral election this year a choice between a bunch of women nonwhites and faggotsfag lovers,hate_speech
mother of manchester terror twins who went to syria to become jihadi brides snatched by isis v8230,neutral
you a hoe if you give your number to another nigga while you got a man,hate_speech
why does this bitch on the olympics have a giant band aid on that looks like mia designed it for american apparel,offensive
firefighter is a job for white trash,hate_speech
not no but hell no when blk stop sayin nigger i will what they can have i can have this is america,hate_speech
free birds lol,neutral
i for one welcome our new eastern panhandle overlords and hope they do a better job than the yokels who got us here in the first place,neutral
would help for some others cant handle uppers and cripples them plus if moderation isnt taken into consideration itll be bad,neutral
yep lmao its been a hectic few weeks waddup ho,offensive
shut your dirty dirt trap you limp knees ashy footed blue balls isolated hamster wheel no nipples bitch,hate_speech
8220 rt hate when a chick say go deeper when u already dishin out all u got hoes8221 128514128514128514128514128514,offensive
switcharoo yo hoe,offensive
8220 bitch thats ham on her face,offensive
niggerfood niggerperson you are a nigger,hate_speech
i be like wassup bitch 175 728o728175 huh nothing thats what i thought hoe 728o728 lt 8230,offensive
so terms like honkey cracker peckerwood and stereotypes of white people fucking their kids and sisters isnt racist sweet,hate_speech
switcheroo on yo main hoe hell naw me and my nigggas dont save hoes,offensive
i really hate attention seeking hoes hope they all die,hate_speech
even at a young age these hoes aint loyal,offensive
your just building the pussy up lmao,offensive
remember the yellow badge nazis used israel is making muslim women carry a yellow badge order to pray in alaqsa h8230,hate_speech
yes you do retard,hate_speech
bitches be mad they mane nigga gettin snatched up by all these whore yah pussy prolli wack ctfu,offensive
these niccas want war give me what you got wethelastonesleft umightnotgetin beerandtacos,offensive
the south is full of white trash the midwest is full of white trash the west coast if full of white trash,hate_speech
what got me into baseball well only a couple more days till all these legends will be retired core4 yankees,neutral
subtweet me one more time you dirty chink whore,hate_speech
all 3 haha because im thinkingofyou and your dirtylove sexxy bitch,offensive
these niggas retarded lmfaoo,hate_speech
annnnd youre a dyke 9995,offensive
ive been knowing fag,hate_speech
bae means before anything else i always thought it was a ghetto word for babe,neutral
all these hoes want boyfriends but the last thing i need is more ties,offensive
diversity chcgo blck pstr flooded w dth threats ovr endorsement of gop candidate 8220u sellout uncle tom ass ngger8221,hate_speech
purple monkey,neutral
somethingigetalot are you asian black hawaiian gay retarded drunk,hate_speech
how the fuck can some people not get atleast 1 on flappy bird i just got 11 while smoking a fuckin square,offensive
ok they have 2 niggers in raw,offensive
trust no player fear no bitch,offensive
if you a hoe on the internet you a hoe irl,offensive
from now on i will call all radical muslims niggers it is very fitting and it is racist i am racist against anyone who hates america,hate_speech
hahahaha signs be funny than a bitch,offensive
bitch stfu and get off my page,offensive
you got me faggot,hate_speech
8220 im dres a bitch tho8221 128527,offensive
no its wrong to try to change faggotsgt there is no therapy so tcot should understand and sympathize like they are retardsgt,hate_speech
the karate kid is such a pussy,offensive
on my way to fuck yo bitch me as a 9 year old,offensive
yo mama bitch rt what was the one sentence that ended your relationship,offensive
if i was obama id call a press conference amp slit joe bidens neck on live tv just 2 show these crackers i mean business8230,hate_speech
in order to be a real nicca you gots to be real nicca,offensive
i got called a faggot for buying girl toms so now im gonna fuck that person in the ass,hate_speech
fuck this i need a fat bitch these skinny bitches aint hungry for da mula hahaha,offensive
8220 searching for these hoes i got 128533 you aint the only one bruh,offensive
if some one isnt an anglosaxon protestant they have no right to be alive in the us none at all they are foreign filth,hate_speech
we aint really wit that talkin bitch we bout that action,offensive
youre all niggers,hate_speech
waka bitch bad fr,offensive
i love racism blame whitey for everything now that you mention it i bet the white man put the desert tortoise on bundyranch,hate_speech
game 128 preview houston astros at new york yankees,neutral
im seventeen years old with a government job ask me if i give two fucks about the next bitch 128564,offensive
fuck a bitch and think of me,offensive
my neighbors be sick when i wake um up to all this nigger music ctfu,hate_speech
see i gotta get this money ma palms itchin niggahs gossip like hoes most of them bitches,offensive
lol i love when ppl think ima fucking look away like a pussy when i catch them staring at me lmao look away hoe,offensive
yeah i tried and you bein all blind and shit lol peace bitch127797,offensive
watching the nigger movie menace2society trying to learn more about the enemy good reconnaissance,hate_speech
messi is trash,neutral
where the hoes at we looking for the hoes ayeee,offensive
well thank goodness i got other musicians that arent bitches like for example,offensive
wow my dad just racked me what a fag,offensive
i agree my fellow cracker,hate_speech
ew shes so ugly who is that hoe,hate_speech
how im supposed to know you not just a butch dyke if yeen got a beard my man,offensive
omg i was coughing and saw wiggas tweet 58386583865838658386 the fuckkk lol talk about choking 5838558386583855838658386,offensive
i meant bitch i am scum,offensive
hey send me your songs i need to put them hoes on a cd and bang em when i ride around,offensive
sweet comeback u fuckin herb i dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from nyc fag,hate_speech
r u african because ur african bitch,offensive
amp ima eat that pussy all filthy 128525,offensive
in the trash,neutral
but bitches are crazy id be in jail for sure,offensive
gucci feel like jeezy pussy outchea you tried to kill me and wasnt successful nigga lucky gucci aint tried to down him,offensive
pm last night this incitement was translated into the murder of a father traveling whis family to celebrate the first nig8230,offensive
simplyaddictedtoguys woof woof hot scally lad,neutral
bitch its not til thursday,offensive
one of the biggest arrests of a loudmouth bitch was reesewitherspoon so why a nigga gotta act like a whitebitch to the police,offensive
who is this we i dont love hoes,offensive
on nigger day we honor nigger traditions by not working,hate_speech
sexy bitch lame nigguh,offensive
nino brown oh das me rt nino brown on yall hoes,offensive
welcome to the movement anyone who gets even minor publicity is a queer fed or jew well according to the internet,hate_speech
you know what im into nigga money amp expensive bitches,offensive
the karma of fucking over a good girl is the bitch you end up with,offensive
fuck u nigger,hate_speech
this time a night dark skin niggas really turn into lightskin niggas i swear i seen a darkie try buying starbucks 3mins ago but they closed,hate_speech
they faggots orioles petty as fuckgot swept up outta this bitch,offensive
lol me and just sit there and make fun of him i cant stand that fag,offensive
those guys are the definition of white trash,hate_speech
ahmed and retard mikey for special olympic boxing,hate_speech
innovative ideas about an unresolved issue relating to your ho more for libra,offensive
women who are feminist are the ugly bitches who cant find a man for themselves,hate_speech
just a casual ghetto family twerk session,offensive
dont blame me hoe im innocent 128520,offensive
say it again rt alotta you bitches standards are niggas that8217s outta yall league,offensive
its amazing what hood bitches wear i they body and in they head,offensive
i aint got no typebad bitches is the only thing that i like,offensive
if that pussy dont come with head i dont want it,offensive
you aint 6 feet under its not over pussy,offensive
niggers,hate_speech
girl i wanna rip my dick off and throw it at your pussy,offensive
you fake niggah lolol,offensive
these sour apple bitter bitches im not fuckin wit em,hate_speech
can i beat this bitch up seriouslywhat a bitch,offensive
good morning coons,hate_speech
here we go brownies here we go woof woof,neutral
ghetto ass bitches came in my job talm bout sum o yes u daddy down 128514128514128514128514128514128514128514128514,offensive
dead1281288220 128553 rt when ur fuckin and her pussy stank but u have really good friends ht8230,hate_speech
if the faggots can have a page y cant theyfaggots offend me more than them,hate_speech
fuck you stupid ass coward ass punk bitch faggot ass racist piece of shit punk bitch aint worth my time,hate_speech
yeah after she fed up jealous skinny bitches and became one herself,offensive
touch my swag wish you could rt 8220 i look fly i look good rt on my momma on my ho8230,neutral
bitches know they bitches bitch,offensive
nope got lucky some washing on the slopes gonna make it a little rough combining but feeling very fortunate today,neutral
don8217t be a hurt little faggot,hate_speech
dc fri 13 bengali harlem amp lost histories south asian am readingconvo 14th st cc 8230,neutral
8220 boy i was clean in them bitches8221you loved them damn sandals 128514,offensive
i wont get catfished anymore tho bc im no longer trying to stick myy pp into twitter hoes,offensive
i rather jack off then fuck hoes tbh that shit boring give me a wife,offensive
ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao 128514128514128514128514,offensive
somebody toss this bitch a dasani or something gurl is thirsty,offensive
bitzy probably popped a percocet before she had these drinks with mellie she seems like that kind of of trill ol bitch scandalabc,offensive
the way this niggah just flinched at this movie was priceless,hate_speech
3 most common white people activities 1 wearing tapout 2 shooting up schools 3 calling you a nigger on xbox,hate_speech
ur fucking white trash,hate_speech
ur a faggot if you change your name to your bday just so you can get bday tweets this aint fb nigga fuck yo birthday,hate_speech
thats arabic for you one pussy gettin motha fucka,offensive
i got a something that pays me 2 hunnit every week only real bitches kno how to manage money 9829,offensive
i do not like talking to you faggot and i did but in a nicely way fag,hate_speech
im really chill i talk to everyone im far from being a stuck up bitch,offensive
white hoes still wear uggs in hot ass weather cuh,offensive
128514128514128514bitch bye128530,offensive
almost mad a nigguh catch some stacks at lunch close one,offensive
stfu prude ass basic ass bitch,offensive
bitch you guessed it,offensive
some fucking bitches 128514128514,offensive
she got arrested for domestic violence against him ugh bitch,offensive
dumb haitian fake black faggots go to haiti and neck yourself,hate_speech
8220 i just wanna do something for somebody8221boy sound desperate than hoe how you bout you start off and flat that nose of yours,offensive
if a woman cares about you shell get mad over little things if you cant handle that you deserve a hoe,offensive
my nigguh me naturally forever be fly,offensive
george michael such a fag,hate_speech
im so excited to hang out with my bitches,offensive
im a faggot,hate_speech
rubs hands like bird man,neutral
ion care fuck that hoe 999665039,hate_speech
bitch fuck u maybe youll get better just,offensive
my pussy taste like pepsi cola,offensive
the nerve of people though cant take nobody serious i continuously laugh at you hoes,offensive
no police department that hires gypsies halfbreeds and nigglets should be trusted,hate_speech
and take the trash out and separate the recyclables,neutral
alfredo linguini pasta just fancily prepared trash,neutral
this nigglet 1008465039,hate_speech
fuck you bitch,offensive
diversity chcgo blck pstr flooded w dth threats ovr endorsement of gop candidate 8220u sellout uncle tom ass ngger8221,hate_speech
hoes even stupider,offensive
dear utah polynesians again stop acting black and speaking ghetto speak fob you aint no ghetto niggaz,hate_speech
karmas a bitch and so are you youll be getting along just fine real soon,hate_speech
8220 damn i hate being a huge pussy8221,offensive
sakurako legs spread wide as she takes a big cock deep in her160twat,offensive
bitch please,offensive
told my home girl bitch you bet not change on mee,offensive
crew neck ass nigguh,hate_speech
i dont care about bitches hoes be into it with they damn self128553128175,offensive
lmaoo i shouldve seen that coming rt fat bitches need love to craig,offensive
i definitely cant fw a nigga that associates himself wit bitches i dont fw 128514128557 tf you fuccing goofball 998665039998665039,offensive
real nigs uck with me and i dont give a uck who dont,offensive
i pop dontae already amp i got bitch for dah big 30 yaknow128553128588128176127922,offensive
and if yu ever need a shoulder to cry on i wont be there cus im on my fuck that bitch shit,offensive
yo bitch a freak fucked ha to sleep and dat was the last time i was slept on shit i woke ha up nd fucked ha again so she aint sleep long,offensive
greta you let a fag do this to me i thought we were cool,offensive
i fear no niggah i trust no bitchhh,offensive
pats owner is a kike,hate_speech
even this piss colored piece of shit bought a one smh i hate you now,offensive
can you speak one coherent sentence without sounding like a nig seriously,hate_speech
ltltbest name on twitter ever aka jewbaccaltltsecond best name on twitter,neutral
yall bitches be coming up with some dumb shit what the fuck is fleek 128529,offensive
128514128514alright fag what about this,hate_speech
die twice bitch 8220 thank you 128536 8220 youre the filthiest hoe of all time,offensive
zhou mi was just layin on his bed and sm just busted into his room and was like you gettin a song bitch,offensive
fag,offensive
then you wouldve died if you didnt breathe bitch,offensive
my grandma used to call me a porch monkey all the time come to think of it she did refer to a broken bottle as a nigger knife 128563,hate_speech
its time to mock halftime in america how bout wake up america we have radical leftists running the country,hate_speech
ion fight but it aint no pussy in my heart nigga ion fear nobody but god loose win or draw,offensive
i love faggots absolutely love them especially the ones that can dress to the tea 128525128525128129,offensive
niggas are so fucking gay and they try to cancel it out by saying nah were bros its cool nahhhhhaahahahaha you a faggot bruh,hate_speech
suzan are you really going to make me get off this sofa to find some damn silverware by golly you old bitch,offensive
i hate a stuck up bitch likeeee stfu you aint shit special,offensive
yall save hoes id ratha save paper 128175,offensive
chael p suplexin motherfuckers on their domes and shit,offensive
lol you probably right fuck you bitch in spanish,offensive
nigga yu bitch made 127797127797,offensive
now time to find the monkey term scripts,neutral
his big ass smile his eyes is chink,hate_speech
josh youre a hoe 128514128514128514128557128557128557,offensive
niggas be in that pussy like,offensive
always bro niggas get crazy in any weather rt this weather is trash odbut we gon get c8230,offensive
awnser the phone pussy,offensive
you had to throw in the faggot word smh smh smh,hate_speech
foley abduction linked to british jihadi kidnapping ring via,neutral
8220 8220 kyrie fast than a bitch with the ball8221 look like you out there lol8221lol i wish,offensive
dammit now im the only one with a fucked up tranny,offensive
